hs114.a,   9.900000E-01
hs114.b,   9.000000E-01
hs114.x0[1],   1.745000E+03
hs114.x0[2],   1.200000E+04
hs114.x0[3],   1.100000E+02
hs114.x0[4],   3.048000E+03
hs114.x0[5],   1.974000E+03
hs114.x0[6],   8.920000E+01
hs114.x0[7],   9.280000E+01
hs114.x0[8],   8.000000E+00
hs114.x0[9],   3.600000E+00
hs114.x0[10],   1.450000E+02
hs114.lb[1],   1.000000E-05
hs114.lb[2],   1.000000E-05
hs114.lb[3],   1.000000E-05
hs114.lb[4],   1.000000E-05
hs114.lb[5],   1.000000E-05
hs114.lb[6],   8.500000E+01
hs114.lb[7],   9.000000E+01
hs114.lb[8],   3.000000E+00
hs114.lb[9],   1.200000E+00
hs114.lb[10],   1.450000E+02
hs114.ub[1],   2.000000E+03
hs114.ub[2],   1.600000E+04
hs114.ub[3],   1.200000E+02
hs114.ub[4],   5.000000E+03
hs114.ub[5],   2.000000E+03
hs114.ub[6],   9.300000E+01
hs114.ub[7],   9.500000E+01
hs114.ub[8],   1.200000E+01
hs114.ub[9],   4.000000E+00
hs114.ub[10],   1.620000E+02
hs114.x[1],   1.698095E+03
hs114.x[2],   1.581861E+04
hs114.x[3],   5.410268E+01
hs114.x[4],   3.031225E+03
hs114.x[5],   2.000000E+03
hs114.x[6],   9.011542E+01
hs114.x[7],   9.500000E+01
hs114.x[8],   1.049330E+01
hs114.x[9],   1.561636E+00
hs114.x[10],   1.535354E+02
hs114.slk_1,   3.296788E-01
hs114.slk_2, 0.00          
hs114.slk_3, 0.00          
hs114.slk_4,   3.086216E+00
hs114.slk_5, 0.00          
hs114.slk_6, 0.00          
hs114.slk_7,   6.093069E+01
hs114.slk_8,   1.909596E+00
